customer_id,first_name,last_name,email,phone,address,city,country,registration_date,birth_date,gender,customer_segment
538,Heather,Weber,olivia50@example.org,+1-562-462-2041x401,"429 Michael Rue, Wilkinston, OH 38151",Huelva,Seychelles,2023-10-05,1987-01-16,F,Standard
539,Steven,Morris,macariaprada@example.net,+34825 07 83 74,"Pasaje de Dora Correa 75, Navarra, 27846",Santa Cruz de Tenerife,Austria,2020-10-16,1945-01-15,O,Basic
540,James,Barón,onofre35@example.com,+34 976 241 750,"7050 Fleming Mount, Whitehaven, CT 54928",Cáceres,Guyana,2025-04-03,1988-09-03,M,Standard
541,John,Newton,martinezjason@example.org,(868)869-8213x25495,"0244 Fleming Port, Port Kimberly, MD 78748",New Rachelhaven,Azerbaiyán,2024-08-22,1977-05-27,M,Basic
542,Erica,Rivera,sean19@example.com,(733)429-0515x8545,"994 Campbell Ridges Suite 426, New Ian, MN 41949",Málaga,Uruguay,2024-10-18,1961-07-22,F,Premium
543,Laura,Gordon,jaredpollard@example.org,+34 976195590,"77537 Anderson Lodge Suite 443, South Benjaminport, MD 84235",Mirandatown,Guyana,2022-09-04,1999-04-15,O,Standard
544,Todd,Bender,colin70@example.com,+34 742725595,"586 Jacob Cove Suite 775, Meganview, MO 63875",Navarra,Madagascar,2023-01-05,1952-06-23,O,Premium
545,Bienvenida,Sans,phelpsfrancis@example.net,+34 823 840 472,"Camino Cristian Tomás 12 Piso 5 , Madrid, 27378",Cádiz,Malawi,2022-11-14,1948-04-24,O,Basic
546,Kenneth,Fuertes,victorino99@example.net,+34 816 008 769,"21168 Neal Cliffs Suite 623, Garzafort, CT 31202",Valencia,Liberia,2022-05-15,1958-05-01,F,Premium
547,Inés,Silva,fcardenas@example.com,+34 848945469,"Vial de Fidela Avilés 780 Puerta 5 , Murcia, 36720",Ávila,Mónaco,2023-12-23,2006-11-10,F,Standard
548,Mamen,Medina,trinidadpuga@example.net,+34 838285415,"445 William Ridge, West Joseph, AS 13448",Zaragoza,El Salvador,2022-10-30,1956-09-15,F,Premium
549,Paula,Miller,natanael44@example.com,398-332-9475x709,"Rambla Tito Roselló 423, Cantabria, 30397",Burgos,Qatar,2025-01-15,1990-11-26,M,Standard
550,Steven,Wilson,vjenkins@example.org,814.752.3728x02534,"7119 Dennis Light Suite 801, Williamville, NH 81303",Fryeville,Malasia,2023-11-16,1989-03-03,F,Premium
551,Miguela,Barroso,hcarbo@example.com,+1-348-489-5041x7225,"Vial de Manuela Calvo 45, Ciudad, 41867",Markhaven,Bulgaria,2025-05-11,2003-08-14,O,Basic
552,Juana,Bailey,irmaserra@example.net,(563)840-4029x14489,"Urbanización de Isidoro Llano 668, Lleida, 38474",South Eric,Bahrein,2021-10-30,1978-11-22,F,Standard
553,Jackie,Garcia,mitchellemily@example.org,+34826 47 57 21,"Alameda Modesta Daza 20 Puerta 3 , Almería, 20569",Cuenca,Fiji,2023-03-11,1998-08-02,O,Basic
554,Michael,Montgomery,rosalina65@example.org,267-837-6041x60776,"733 Moody Trace Apt. 383, Rodriguezhaven, MI 55987",Dannyshire,Samoa,2021-01-28,1985-12-06,F,Basic
555,Bernarda,Quesada,julio-cesar92@example.com,+34824 525 497,"Calle de Édgar Rocamora 99 Apt. 03 , Granada, 23875",Darrellton,Vanuatu,2021-12-18,1975-02-17,M,Basic
556,Hortensia,Smith,amy14@example.org,371.359.8510x17139,"82884 Campbell Manor Apt. 914, East Tracy, RI 17168",Álava,Paraguay,2022-01-08,1993-02-24,M,Standard
557,Eric,Peterson,dmanuel@example.com,+34746049909,"27786 Swanson Wall, West Jennifer, NY 02161",West Ashley,Algeria,2023-08-11,1957-12-08,F,Basic
558,Vanessa,Rivera,jose-antonio21@example.com,+34 974451666,"Paseo de Encarnación Grau 33, Huelva, 05509",Fosterville,Suecia,2021-02-13,1977-08-16,O,Basic
559,Rachel,Novak,samanta18@example.com,+1-204-545-4675x06960,"Urbanización Natanael Cervera 7 Apt. 90 , Jaén, 19033",South Jasonport,Slovakia (Slovak Republic),2022-12-15,1986-06-26,O,Premium
560,Erica,Cuadrado,almagroremigio@example.com,+34 888864040,"106 Valdez Extension Suite 544, North Scott, PA 61626",Málaga,Arabia Saudita,2021-03-19,1976-02-02,O,Basic
561,Heriberto,Puente,jerezchuy@example.net,3015979576,"75817 Reyes Rapids Suite 169, South Clayton, PR 04773",Ávila,Vanuatu,2022-06-14,2003-05-18,F,Premium
562,Leonel,Cameron,emiliano01@example.org,(321)497-8314,"33143 Cole Walk, Ryanstad, NM 36537",Cantabria,Antigua y Barbuda,2020-07-19,1945-10-15,O,Basic
563,Crystal,Clavero,rubiochema@example.com,+34 887 14 04 83,"Pasadizo de Atilio Nogués 2 Piso 4 , Cáceres, 10319",Granada,Bolivia,2024-10-12,1998-04-17,M,Standard
564,Elizabeth,Clark,palarcon@example.org,+34 821600742,"Urbanización de Hernando Méndez 2 Apt. 52 , Sevilla, 43743",Alicante,Japón,2022-06-19,2000-12-18,O,Basic
565,Christy,Phillips,hectormontes@example.net,+34820 08 33 80,"Camino de Rafael Mendez 44, Lleida, 01286",Joeburgh,Vietman,2025-01-13,1958-10-12,M,Standard
566,Hector,Gardner,christophergray@example.net,375.333.0035x892,"1221 Shannon Rapids Apt. 106, Martinezshire, UT 85968",Port Leahstad,Dominicana,2024-02-28,1968-04-16,M,Standard
567,Josué,Gomis,silvestre40@example.com,+34 806 669 121,"Cañada Etelvina Gisbert 73 Piso 7 , Cáceres, 15912",Montoyabury,Estados Unidos de América,2022-10-12,1985-08-11,M,Standard
568,Evaristo,Sans,paviles@example.com,+34 945 51 94 92,"Calle Azahara Amigó 18, Badajoz, 38118",New Feliciaton,Bahrein,2024-08-28,1970-08-10,F,Basic
569,Tamara,Zurita,dawsonvalerie@example.com,795-625-0175,"Calle Aureliano Mateu 2 Apt. 90 , Huelva, 34219",Tarragona,United Kingdom,2022-12-12,1951-03-23,F,Standard
570,Krystal,Hubbard,rodenasmanuela@example.org,883-513-1598,"Paseo de Odalis Marqués 3, Teruel, 30235",Melilla,Portugal,2025-02-21,2002-03-17,F,Basic
571,Ciriaco,Jones,ehill@example.com,+34947 04 91 49,"55194 Todd Road, Christianchester, MA 03250",Álava,Guatemala,2023-12-20,1966-05-07,O,Basic
572,Jose Manuel,Miller,colomaursula@example.org,(741)305-1859x65554,"744 Elizabeth Manors, Lauraland, GA 41677",Palencia,Tuvalu,2024-12-30,1980-12-08,O,Basic
573,Vincent,Morillo,kristen33@example.org,661-457-6438,"Pasadizo Noemí Montaña 21 Puerta 8 , Ávila, 48279",Shelbychester,Japón,2020-11-10,1954-10-13,O,Standard
574,Tracy,Alonso,gpatino@example.org,898.813.8870,"Pasaje de Clotilde Sanjuan 82 Puerta 4 , Burgos, 34643",Lake Rachelland,United States Minor Outlying Islands,2025-03-05,1956-12-31,M,Basic
575,Josefa,Francisco,qinfante@example.org,+34927 24 98 78,"Acceso de Mateo Galán 57 Piso 7 , Cáceres, 29196",Danielstad,New Zealand,2025-03-04,1947-04-23,M,Standard
576,Tamara,Frías,jafet19@example.org,+34921 018 091,"4847 Nicole Extension Apt. 334, West Staceyfort, VA 88678",East Kristy,Pakistan,2022-05-17,1994-12-06,O,Standard
577,Isabela,Grimes,zunigazachary@example.com,+1-488-385-2140x91540,"69892 Johnson Club Suite 799, Robertton, KY 89542",New Angelafort,Romania,2023-12-28,1989-03-17,O,Basic
578,Sierra,Yáñez,zflores@example.org,+34988221810,"5856 Schultz Track, Chanfurt, MD 43997",South Samuelburgh,Philippines,2022-03-07,2000-05-09,O,Standard
579,Sally,Sola,demetrio88@example.com,(429)555-8588x39431,"PSC 8434, Box 8058, APO AA 81280",North Christopherbury,Congo,2024-01-16,1959-06-10,F,Standard
580,Lope,Coronado,mark89@example.net,386.463.3890x423,"Camino Bonifacio Tormo 37 Puerta 6 , Barcelona, 24062",Foxborough,Sri Lanka,2024-09-30,1974-11-23,M,Basic
581,Alicia,Casas,zmurray@example.com,+34844499357,"C. de Charo Haro 495 Apt. 77 , Guadalajara, 01703",North Matthew,Bermuda,2021-02-18,1987-07-25,O,Basic
582,Eligio,Acosta,browndarren@example.net,+34887 603 206,"82264 Juan Ways, Vickieland, PW 74346",Pontevedra,Kenya,2022-07-20,1958-06-23,O,Basic
583,Brooke,Millán,amanning@example.org,+34827401536,"Alameda de Tecla Escamilla 97, Barcelona, 06741",La Rioja,Luxembourg,2022-03-21,1961-05-01,F,Premium
584,Carol,Diego,ffabregat@example.com,001-575-824-0119,"534 Roach Viaduct, Port Thomasland, OK 12792",La Rioja,French Polynesia,2021-08-26,1998-03-06,F,Basic
585,Jeffrey,Johnson,tenorioangela@example.org,+1-466-287-2983x9717,"1089 Rodriguez Streets Apt. 841, Lake Jenniferview, NJ 11421",Pontevedra,Norway,2023-02-14,1981-12-04,O,Basic
586,Roberto,Lumbreras,brockamy@example.org,464-352-3093x335,"Glorieta Isabel Comas 322 Puerta 2 , Zaragoza, 29565",Ourense,Ukraine,2021-02-22,1989-03-06,M,Standard
587,Charles,Henderson,bartolome13@example.org,889-780-3011x50160,"9215 Hurley Drive Apt. 619, New Joshua, MN 94912",La Rioja,Togo,2022-02-25,1987-09-17,M,Standard
588,Vincent,Buchanan,paz71@example.com,+34 972 340 773,"Cuesta Santos Solé 7, Jaén, 34158",Teruel,Cameroon,2021-03-11,2005-09-22,O,Premium
589,Micaela,Castro,nbonet@example.net,793-319-8929,"Camino Jordana Becerra 55 Apt. 41 , Zaragoza, 37050",Ourense,Isle of Man,2023-01-25,1992-10-20,M,Premium
590,Heidi,Fisher,perlita35@example.org,+34846 73 59 09,"Cañada Aroa Carrera 95 Apt. 65 , Zaragoza, 27559",Valencia,Argentina,2023-10-02,2005-02-01,M,Basic
591,Ileana,Hill,donatolobo@example.com,(675)351-6080,"Pasadizo de Tamara Jurado 536, La Rioja, 39158",East Codyfurt,Iceland,2024-12-09,1979-10-17,O,Basic
592,Robert,Montoya,cynthiawalker@example.net,+34946 041 478,"Calle Zaira Jaén 6 Puerta 9 , Burgos, 19573",Robertmouth,República de Macedonia del Norte,2025-03-25,1954-03-07,M,Basic
593,Brandi,Garcia,esther88@example.com,+34 882 994 280,"3243 Lewis Rest, Smithhaven, MD 76935",Lake Eric,Marshall Islands,2021-12-08,1962-01-17,O,Standard
594,Julia,Dominguez,camerontorres@example.net,+34920 16 28 48,"6123 Juan Passage, Michaelside, WV 64562",New Michaelville,New Caledonia,2020-08-07,1967-09-25,F,Basic
595,Nancy,Fernandez,scottperkins@example.com,(779)710-0469,"Ronda de Cintia Gimenez 49, Salamanca, 38166",Meyerton,Irlanda,2022-01-06,1985-08-01,M,Basic
596,Asdrubal,Pedrosa,morgandaniel@example.org,+1-672-659-7423x905,"7845 John Spring Apt. 809, West William, IA 03780",Jacksonmouth,Iraq,2023-05-26,1973-01-25,M,Basic
597,Leocadia,Morera,briankeith@example.com,(974)431-0470x322,"2487 Joseph Centers, Micheleville, MH 71335",Girona,Belgium,2022-01-18,1999-06-28,M,Standard
598,Matías,Barroso,elizabeth08@example.net,+34 982 338 343,"Vial de Gerónimo Pazos 56, Valladolid, 18790",Wallacechester,Gambia,2025-06-03,1974-01-24,F,Basic
599,Tristán,Aguilar,dnicolas@example.net,+1-929-561-6822x004,"Unit 8679 Box 8490, DPO AA 02174",Jayfurt,Países Bajos,2025-03-26,1952-04-03,O,Standard
600,Delia,Goodwin,dmccarthy@example.org,+34 844 079 967,"Avenida de Catalina Buendía 3 Piso 0 , Córdoba, 26631",Alicante,Nigeria,2022-01-28,1986-03-30,F,Premium
601,Luis Miguel,López,jovita28@example.com,(324)880-3332x5615,"Cuesta de Fanny Higueras 360, La Coruña, 31462",New Erin,Mongolia,2022-07-29,1946-11-04,F,Standard
602,Rodney,Izaguirre,shermansean@example.org,001-304-508-0844x5512,"856 Jeffrey Cape, Danielsfort, SD 23182",North Morgan,Afganistán,2021-02-24,1999-11-23,O,Basic
603,Ashlee,Ocaña,bautista40@example.org,+34 823632259,"6057 Burns Forge, New Karenland, NJ 94537",Ciudad,Syrian Arab Republic,2023-11-27,1969-08-14,M,Basic
604,Austin,Casals,kimberlygreen@example.com,447.579.2615x0544,"1155 Williams Lane Apt. 451, North Joseph, IN 70987",Alishaview,Suriname,2024-12-30,1977-06-24,M,Standard
605,Samuel,Muñoz,cmontoya@example.org,001-425-944-0571x84210,"Pasadizo Chuy Fonseca 799, Murcia, 23076",Evansport,Seychelles,2023-03-14,1975-05-27,O,Premium
606,Danielle,Guerrero,harrisnicholas@example.com,+34 987 036 101,"4381 Gonzales Shoal Suite 637, South Amy, ND 38643",Williamsville,Niger,2022-08-27,1950-03-30,O,Premium
607,Lori,Sainz,ciriaco28@example.com,+34827516656,"950 Samantha Falls, Lake Robertborough, IA 82079",Myersburgh,Alemania,2023-02-03,1982-07-05,O,Premium
608,Hugo,Talavera,carmelaguerrero@example.org,(202)422-2887x113,"Rambla de Narcisa Figuerola 4 Puerta 7 , Valencia, 39843",Alexanderland,Rumania,2023-12-05,1968-06-03,F,Basic
609,Matthew,Moll,alexander14@example.net,+34 843 47 63 00,"Vial Galo Tudela 74 Piso 6 , Guipúzcoa, 35979",East Briantown,Bulgaria,2024-11-01,1951-03-28,F,Basic
610,Michelle,Sales,michaelduncan@example.com,+34811314431,"242 Ortiz Road, West Michael, AS 95314",Barcelona,San Marino,2024-11-21,1998-09-06,M,Premium
611,Robert,Tur,rgonzalez@example.org,697-200-0247x3542,"Vial de Marcelino Cobo 99, Madrid, 16049",East Jennifer,Zambia,2024-09-16,1998-02-19,O,Premium
612,Julian,Russell,gisbertedgardo@example.com,+34927 524 193,"Plaza Bernardino Guerrero 5 Piso 2 , Ciudad, 26931",Rodriguezville,Hong Kong,2021-01-10,1958-03-15,O,Premium
613,Lydia,Reina,gallegosjohn@example.com,+34978 43 81 81,"C. de Nando Oliver 95, Las Palmas, 11108",Cuenca,Afganistán,2020-09-24,2001-05-28,O,Basic
614,Valero,Herranz,flaviapalma@example.org,+34986311012,"Paseo Edelmiro Cid 571, Castellón, 23476",La Coruña,Jordania,2021-11-26,1948-12-23,M,Basic
615,Sabina,Ribes,chelo37@example.org,+34875 287 105,"505 Christine Meadows, Lake Taylorport, FL 38280",Kimberlyfort,Côte d'Ivoire,2021-08-06,1981-12-11,O,Premium
616,Azahar,Jacobson,jon88@example.net,621.420.1023,"C. de Feliciano Palau 18, Huelva, 07750",Cantabria,Federación de Rusia,2024-02-01,1963-01-03,F,Basic
617,Américo,Rosselló,zapataanabel@example.com,001-414-432-2560x3583,"Vial Carlos Guzmán 51 Piso 6 , Toledo, 41930",Baileyton,Cyprus,2023-04-22,1962-09-04,O,Standard
618,Carly,Dawson,emasuarez@example.com,429-387-6078,"290 Mcdowell Rest Suite 402, New Melissa, AZ 59821",Josephstad,Portugal,2024-10-15,1987-04-30,O,Basic
619,Buenaventura,Morris,apolonia17@example.net,858-326-9802,"18724 David Wall, Blackwellborough, NV 34859",Pontevedra,Afganistán,2023-09-01,2001-06-27,O,Basic
620,Laura,Fajardo,parenas@example.net,551-227-2790x4674,"624 Cassandra Oval Apt. 195, North Jessica, FL 48866",Valladolid,Myanmar,2023-12-08,1980-10-08,M,Premium
621,Wálter,Fowler,hgoodman@example.net,+34 872 724 609,"21575 Carpenter Trafficway, Nancystad, MT 42695",Álava,Cook Islands,2021-05-03,1974-10-15,O,Basic
622,Narcisa,Roldán,crystal69@example.com,(225)596-5087,"1488 David Vista, West Brian, AK 75887",Trujilloburgh,United States Minor Outlying Islands,2023-01-23,2007-01-09,M,Premium
623,Melania,Dominguez,eric50@example.net,+1-642-761-5902x148,"682 John Springs, West Sara, MT 13057",East Brianside,Bangladesh,2020-09-21,1968-04-22,O,Basic
624,David,Cerdá,babad@example.org,914-533-8142x2167,"Avenida de Tomás Vives 15 Puerta 4 , Huesca, 42583",Santa Cruz de Tenerife,Kuwait,2023-11-12,1954-08-29,O,Premium
625,James,Armstrong,zaraujo@example.org,+1-448-681-8858,"Cañada de Teodora Hierro 5, Álava, 16753",León,Spain,2023-12-30,1975-10-30,F,Standard
626,Deborah,Ávila,ikercamacho@example.com,280.474.5385x706,"Alameda de Encarnita Álvarez 63 Apt. 06 , Soria, 07582",Las Palmas,South Georgia and the South Sandwich Islands,2022-07-28,1945-08-29,O,Standard
627,Manolo,Lerma,brandimartinez@example.net,487-715-7306x53047,"Plaza de Ana Casado 66 Puerta 7 , Madrid, 22022",Badajoz,Paraguay,2022-09-04,2003-05-07,O,Standard
628,Fortunata,Sanchez,grobinson@example.com,001-993-607-4222x14533,"907 Daniels Light Suite 933, Masonfurt, NM 07818",Jonesside,Madagascar,2023-08-03,1956-01-27,O,Basic
629,Victorino,Cal,alvarezenrique@example.net,4385679567,"Acceso de Eva María Salgado 67 Apt. 21 , Soria, 28625",Fernandoburgh,República de Corea,2024-09-06,1958-10-17,F,Premium
630,Palmira,Sarabia,rodriguezrichard@example.com,(584)373-8534,"4471 Patricia Mountain Suite 458, East Sabrina, MN 42167",Álava,Puerto Rico,2024-04-14,1959-05-01,M,Basic
631,Ulises,Carlos,carlos71@example.net,749-377-7677x986,"Callejón Virginia Badía 34, Almería, 32619",Palencia,Serbia,2021-11-29,1987-06-01,O,Premium
632,Timothy,Ugarte,irivera@example.net,7197566488,"Plaza Josep Aguiló 865, Palencia, 12813",Port Sarahview,Vietnam,2023-12-17,1999-08-30,O,Basic
633,Clarisa,Mur,miguela28@example.com,+34 946 143 397,"26367 Anthony Pine Suite 933, Richmouth, SD 97469",Adamsstad,Bangladesh,2022-02-02,1997-02-06,O,Standard
634,Caridad,Paredes,ibarraester@example.net,+34976312460,"23679 Curtis Valleys, Jonathanfurt, RI 24156",Jaén,Panamá,2022-03-29,1978-12-05,M,Basic
635,Gabriel,Caballero,manolofalco@example.com,(498)442-1572x0580,"928 Christopher Streets Suite 199, Cassandrashire, PA 91408",Ávila,Swaziland,2022-08-29,1986-02-13,O,Standard
636,Pili,Roma,riveraashley@example.net,893-405-5462,"Cuesta de Vanesa Vilalta 4, Girona, 10353",Tarragona,Nigeria,2024-10-29,1946-11-03,M,Standard
637,Charles,Rosario,tranjason@example.com,+34 918 89 63 30,"279 Timothy Haven Apt. 347, Murphyside, TX 84613",Valladolid,Islandia,2021-11-04,1984-11-02,F,Standard
638,Paco,Abella,barkeredward@example.com,+34 888 596 739,"798 Miller Forge, East Phillipburgh, ME 81423",León,Costa Rica,2022-05-17,1970-04-16,O,Premium
639,Eric,Casanova,lvergara@example.org,+34 882025195,"2375 Carrie Loop, Lake Davidstad, MS 82067",Lake Lisa,Burkina Faso,2020-12-20,1967-02-17,O,Standard
640,Ovidio,Beltran,jose-maria74@example.com,+34 880 30 32 76,"574 Kelly Crossroad, East Sandramouth, OK 04812",Allenfurt,Singapore,2021-08-05,1985-10-08,M,Standard
641,Dorita,Monreal,nielsenlisa@example.org,+34 921 90 21 74,"0466 Hanson Road Apt. 820, Ortegatown, MP 12946",Málaga,Guyana,2022-01-05,1965-12-07,M,Premium
642,Apolinar,Mathews,bellvictoria@example.org,+34 942 904 202,"079 Cody Underpass Apt. 609, North Christineborough, FM 11792",Bartonport,Granada,2021-01-27,1958-01-25,F,Basic
643,Christina,Rozas,ashleypotts@example.org,+34704 289 821,"29552 Jones Tunnel, Jennyborough, NV 97813",Málaga,Bosnia and Herzegovina,2024-09-06,1961-06-22,F,Standard
644,Tammy,Crawford,dguardia@example.com,7254220638,"09099 Eric Avenue, Port Ryan, IL 87470",Kelseyshire,Mauritania,2023-06-01,1957-02-27,F,Premium
645,Salomé,Griffin,rogersjoseph@example.com,+34714763089,"22725 Fernandez Center Suite 545, Port Nicholasland, UT 29369",North Dylanburgh,Cook Islands,2024-09-20,2001-06-14,O,Standard
646,Mary,Gil,lhines@example.com,+34988596288,"46431 Jeffery Fields Suite 118, Drakestad, NH 21587",Reeseberg,Dominican Republic,2021-10-04,1952-11-16,M,Basic
647,Jon,Mora,adelaidaalmagro@example.org,+34 866 73 81 38,"Via de Adora Alonso 94, Álava, 07210",Granada,North Macedonia,2024-01-07,2005-06-30,F,Standard
648,Kimberly,Howard,brittany29@example.com,+34722 108 919,"3134 Johnson Lakes, East Veronica, MA 50312",Zacharychester,Belice,2021-08-28,1998-09-28,O,Standard
649,Enrique,Sullivan,roblesprudencia@example.net,+1-945-635-8767x03148,"Urbanización de Yago Batlle 61, Segovia, 01186",North Mark,Spain,2025-03-16,1957-05-16,F,Basic
650,Plinio,Carranza,robingrimes@example.org,+1-406-944-4398x9859,"3363 Hale Forges Apt. 032, New Alexander, AK 31906",New Sarah,Guinea Bissau,2024-03-21,2005-01-19,M,Basic
651,Jesse,Diaz,bmoore@example.net,001-995-755-7558x70891,"2745 Jones Ridge, Port Madelineshire, MP 57644",Penafort,Guinea,2023-10-13,1993-07-29,F,Basic
652,Joseph,Jimenez,vnunez@example.net,914-551-4443,"C. Violeta Cepeda 670, Ceuta, 49161",Christinehaven,República de Moldova,2021-04-28,1978-05-19,F,Basic
653,Alejandro,Palomares,danielle24@example.net,+1-543-295-1622x95479,"C. de Genoveva Barranco 64, Murcia, 37281",Bowersburgh,Guinea,2021-05-17,1948-03-12,F,Basic
654,Nicole,Alemán,patrick28@example.com,+34924 609 902,"325 Maria Courts Apt. 981, Loriberg, AL 81137",Melilla,Kazakhstan,2021-04-04,1972-01-17,O,Standard
655,Carmelita,Hoyos,williamsrobin@example.net,+34827 40 49 40,"Glorieta de Amado Castro 23 Apt. 85 , Ceuta, 04768",Russobury,Serbia,2021-03-02,1997-07-04,M,Standard
656,Felicia,Leal,melissaanderson@example.org,+34912660322,"Cañada de Febe Cañas 485, Ávila, 36471",Anthonyland,Australia,2025-02-07,1978-11-21,F,Standard
657,Bernardino,Leonard,leonel96@example.com,+34 879 28 20 44,"Callejón Nélida Viñas 5 Puerta 2 , Zaragoza, 19166",East Sheilaville,Niger,2023-06-07,1983-03-26,F,Standard
658,Mauricio,Luna,ramon97@example.com,962-298-8735,"33088 Allen Light, Jasonton, CO 23994",Toledo,Montenegro,2022-08-27,1973-10-20,M,Basic
659,Josefina,Quevedo,ainoa48@example.com,809.205.4497x9472,"935 Anna Heights Suite 514, Port Chadfurt, NE 42893",East Janice,Chile,2020-09-26,1984-02-11,O,Standard
660,Jennifer,Wise,kevin56@example.org,+34 928678755,"Urbanización de Fito Miranda 49 Apt. 87 , Madrid, 45112",Pontevedra,Afghanistan,2023-10-23,2007-04-29,O,Premium
661,Lindsey,Frazier,rosenda91@example.org,881-687-7575x917,"349 Jean Points, Alexanderville, PR 02694",Jaén,Afganistán,2023-09-04,1970-05-09,O,Basic
662,Elizabeth,Kelly,gregory68@example.org,839-542-4749x2993,"6676 Foster Track, New Jeffrey, NM 04793",Robertview,Singapur,2023-07-09,1990-08-22,O,Basic
663,James,Estevez,lfuster@example.com,+34 976 58 03 58,"79834 Christopher Creek Suite 067, Williammouth, PR 98998",Madrid,Noruega,2022-03-08,1945-12-13,M,Standard
664,Amy,Valverde,mariawilliams@example.net,(606)255-9778,"2543 Waters Ports Apt. 922, Justinburgh, TX 92572",Málaga,Gambia,2025-04-13,1950-11-12,M,Basic
665,Tania,Martinez,evance@example.com,(986)948-7600x02137,"3760 Matthew Garden Suite 269, East Robertberg, WI 61637",Ávila,Países Bajos,2021-06-18,1961-10-21,F,Premium
666,Monica,Merino,barkerjohn@example.org,+34 983 104 926,"Acceso de Miguel Ángel Segura 58 Puerta 1 , Zamora, 48520",Almería,Mozambique,2023-06-13,1958-06-18,M,Premium
667,Phillip,Nicolás,robin95@example.com,896-948-2847,"Plaza de Amado Cisneros 99 Piso 5 , Barcelona, 06695",New Anthony,Cambodia,2020-11-14,1997-07-22,O,Premium
668,Rafa,Guzman,luciana31@example.org,575-631-7491x43440,"Urbanización Consuela Palomar 39, Cantabria, 22509",Rodriguezland,Somalia,2024-08-11,1972-12-28,F,Standard
669,William,Aliaga,nelsonmaria@example.org,3859205005,"4078 Cindy Key, South Richard, OH 79454",Paulmouth,Eslovaquia,2025-04-09,1983-06-20,O,Standard
670,Mark,Ramirez,rosario05@example.net,328.599.7671x4659,"6580 Diaz Ramp Suite 102, Josephmouth, MA 70212",Álava,Lesotho,2024-10-15,1995-12-16,M,Premium
671,Saturnino,Ribas,miguelapaniagua@example.org,+34985119285,"09180 Haynes Cliff, Robertview, PA 70279",Zamora,Guinea,2024-07-07,1967-03-18,O,Basic
672,Andrew,Smith,sacevedo@example.com,+34 977223078,"C. Trini Tomé 26, Álava, 14845",Hayeshaven,Camerún,2023-01-06,1976-02-16,M,Standard
673,Jonatan,Diaz,maryperry@example.org,430-264-2355,"386 Goodman Lodge, West Conniemouth, MI 09434",Port Rachaelland,Chile,2022-07-30,1964-02-15,F,Basic
674,Victor,Leonard,roxana13@example.net,001-322-538-5514,"4836 Adam Plains, New Andreamouth, FM 03089",Riverachester,Sudan,2023-10-25,1997-09-05,M,Standard
675,Tiburcio,Villegas,payneregina@example.org,+34725 188 101,"265 Richards Lock Suite 416, Clayfort, PW 67586",Melilla,Isle of Man,2023-07-14,1995-10-24,M,Premium
676,Pedro,Murillo,cruzalmansa@example.net,+34 867 79 51 36,"USNV Miller, FPO AE 16002",Huesca,Holy See (Vatican City State),2024-12-20,1991-08-27,O,Basic
677,Gilberto,Thompson,anna89@example.org,990-968-0000x01309,"C. Rafael Sanchez 1, Tarragona, 35566",Ceuta,Líbano,2021-02-02,2003-03-14,F,Premium
678,Wálter,Briones,xavier39@example.net,+34 928 28 54 28,"200 Pacheco Trail, Davidshire, VT 57049",North Alyssabury,Tuvalu,2022-11-19,2006-08-29,F,Basic
679,Guadalupe,Hopkins,eherrera@example.org,+34 872640289,"Callejón Nacio Rosselló 832 Apt. 55 , Málaga, 31817",West Veronicahaven,Samoa,2022-11-20,1973-05-06,M,Standard
680,Kathryn,Brown,iglesiaaitor@example.org,001-444-763-6502x64669,"481 Fletcher Hill Suite 030, Alexandershire, PR 93622",Badajoz,Senegal,2023-12-14,1962-05-18,F,Premium
681,Sherry,Prat,joshuahenderson@example.com,+34824641930,"Pasadizo de Marisa Chaparro 137 Piso 7 , Cáceres, 51437",Guadalajara,Argelia,2021-05-02,2004-02-02,F,Standard
682,Florina,Pomares,gualencarna@example.net,001-975-554-2873x42959,"Via de Severiano Granados 73, Santa Cruz de Tenerife, 01684",South Ronaldtown,República Dominicana,2022-07-27,1961-01-10,O,Premium
683,Courtney,Moyer,kristyadams@example.com,(959)436-1246x6559,"PSC 0885, Box 7244, APO AP 42727",La Rioja,Congo,2024-06-17,1949-08-31,M,Standard
684,Brittany,Alemany,mcintoshnorman@example.org,964-216-1238,"5199 Sara Stravenue Apt. 242, North Joshua, AK 23647",Barcelona,Nigeria,2024-08-01,2007-02-19,M,Basic
685,Angela,Plaza,bustosencarna@example.org,001-380-342-1546x1203,"5261 Benson Forge, Christinamouth, IL 60153",Tarragona,Spain,2023-07-29,1954-10-15,F,Basic
686,Eric,Oneill,pilaralfaro@example.com,894-543-4801x761,"Paseo Teresa Ruano 923 Apt. 82 , Las Palmas, 25163",New Jonathonton,Guinea Ecuatorial,2024-07-05,1967-09-30,F,Basic
687,Kayla,Johnson,silvasabrina@example.com,(386)530-8048,"2833 Welch Station Apt. 004, North Michael, FL 46507",Lake Josephfort,Togo,2022-12-20,1990-01-14,F,Premium
688,Alicia,Ramirez,garzawendy@example.com,+34 955 80 01 82,"Callejón Fidel Río 16 Puerta 3 , Ceuta, 05515",Almería,Northern Mariana Islands,2020-08-25,2004-12-21,F,Basic
689,Ramón,Peters,matthewlynch@example.com,382.472.9675x08142,"3392 Mendoza Fields, Allenland, ME 56036",Sanchezland,Malta,2022-12-05,1952-01-13,O,Premium
